Test ID,AP_RSSI,AP_Tx_Rate,AP_Noise,AP_MCS,AP_Throughput,AP_FDR,iPerf_Throughput,Client_RSSI,Client_Tx_Rate,Client_Noise,Client_MCS,Client_Throughput,Client_FDR,GoPing_Min,GoPing_Avg,GoPing_Max,GoPing_Std_Dev,GoPing_Loss,Label
656,-75,54,-95,MCS7,57.2,0.890456,43.283333,-66,65,-95,MCS7,54.1,0.87003,661.08,756.9658239278,855.1,34.0231671826,0,0
657,-72,54,-95,MCS7,57.2,0.891715,43.183333,-67,65,-95,MCS7,55.6,0.871731,660.25,762.9943421053,935.65,40.5448371582,0,0
658,-72,54,-95,MCS7,49.8,0.888668,37.826667,-68,65,-95,MCS7,54.1,0.870378,653.03,870.2004669261,1029.2,56.6273999532,0,1
659,-72,54,-95,MCS7,57.2,0.865697,42.993333,-67,65,-95,MCS7,50.9,0.868743,674.91,758.6789252336,859.42,32.8093034698,0,0
660,-73,54,-95,MCS7,56.9,0.88781,43.183333,-68,65,-95,MCS7,54.9,0.869047,677.28,763.4106997085,865.49,34.4682529992,0,0
661,-73,54,-95,MCS7,56.9,0.899924,43.893103,-66,65,-95,MCS7,49.5,0.888109,1.59,662.482127193,832.06,195.9897740599,0.12,0
662,-68,54,-95,MCS7,56.9,0.900527,43.58,-68,65,-95,MCS7,47.9,0.86503,510.08,758.3517067834,1045.86,49.1636287942,0,0
663,-73,54,-95,MCS7,56.9,0.901831,43.35,-66,65,-95,MCS7,47.3,0.859977,669.49,753.1211479029,838.26,32.8389258268,0,0
664,-72,54,-95,MCS7,47.9,0.840059,34.503333,-67,65,-95,MCS7,48.8,0.846328,805.54,972.7674492099,1221,71.0546767661,0,1
665,-73,54,-95,MCS7,51.4,0.881888,42.326667,-67,65,-95,MCS7,48.2,0.851411,662.79,762.2861276596,884.26,33.3346609132,0,0
666,-73,54,-95,MCS7,56.9,0.884385,43.346667,-67,65,-95,MCS7,48.3,0.830971,669.2,759.2381380753,846.45,32.7973628597,0,0
667,-71,54,-95,MCS7,57.2,0.886867,43.266667,-68,65,-95,MCS7,48.3,0.834639,651.78,768.2661884368,1117.12,56.3526215722,0,0
668,-68,54,-95,MCS7,47.7,0.819247,34.433333,-65,65,-95,MCS7,49.1,0.862073,674.71,976.0375406504,1209.81,74.9982603934,0,1
669,-72,54,-95,MCS7,47.9,0.815759,42.223333,-67,65,-95,MCS7,54.1,0.859578,678.48,758.6831462926,857.23,32.6831720031,0,0
670,-68,54,-95,MCS7,53.5,0.881826,43.02,-65,65,-95,MCS7,48.6,0.861901,670.57,762.8853932584,854.28,32.6184021631,0,0
671,-71,54,-95,MCS7,56.9,0.897248,44,-67,65,-95,MCS7,54.1,0.871648,1.56,648.1064316239,873.17,226.517353516,0.15,0
672,-71,54,-95,MCS7,57.2,0.897718,43.246667,-66,65,-95,MCS7,54.1,0.878195,527.17,759.9146442688,909.81,40.9404695359,0,0
673,-74,54,-95,MCS7,56.9,0.898729,43.533333,-67,65,-95,MCS7,52.1,0.872127,566.51,757.9185327314,855.86,37.9156619023,0,0
674,-72,54,-95,MCS7,48.5,0.885032,31.55,-64,65,-95,MCS7,51.5,0.839446,843.3,1063.639443299,1266.64,79.3724338908,0,1
675,-73,54,-95,MCS7,46,0.782117,42.066667,-67,65,-95,MCS7,54.1,0.853012,671.15,765.8054663774,948.48,40.091115715,0,0
676,-69,54,-95,MCS7,56.9,0.880004,43.426667,-67,65,-95,MCS7,53.8,0.857358,665.51,759.4693052632,842.63,32.9517475959,0,0
677,-71,54,-95,MCS7,56.9,0.883092,43.476667,-68,65,-95,MCS7,51.4,0.861297,640.56,758.8660273973,1029.45,50.5454166594,0,0
678,-73,54,-95,MCS6,57.2,0.794266,32.676667,-66,65,-95,MCS7,46.9,0.83246,787.68,1029.9456329114,1269.53,76.5749142702,0,1
679,-73,54,-95,MCS7,56.9,0.791566,42.11,-66,65,-95,MCS7,54.1,0.857419,669.45,757.0779012346,950.31,34.630301144,0,0
680,-67,54,-95,MCS7,56.6,0.877855,43.426667,-67,65,-95,MCS7,53.8,0.860019,610.35,753.9632162162,929.26,35.549223068,0,0
681,-67,54,-95,MCS7,56.9,0.890491,44.12069,-67,65,-95,MCS7,51.5,0.858208,1.63,656.3517913832,864.4,202.9244884874,0.12,0
682,-72,54,-95,MCS7,57.2,0.902296,43.49,-67,65,-95,MCS7,54.1,0.874801,666.23,756.1705286344,860.69,34.7260465497,0,0
683,-67,54,-95,MCS7,56.9,0.901371,43.393333,-66,65,-95,MCS7,54.9,0.877244,653.57,765.5806981982,1175.68,57.798130037,0,0
684,-72,54,-95,MCS7,48,0.857056,29.696667,-66,65,-95,MCS7,44.5,0.792323,811.22,1117.5917410714,1401.28,90.6098407179,0,1
685,-73,54,-95,MCS7,55.3,0.771425,42.183333,-68,65,-95,MCS7,53.7,0.813069,664.4,760.0046296296,846.2,34.4080705877,0,0
686,-75,54,-95,MCS7,56.9,0.880349,43.62,-65,65,-95,MCS7,48.8,0.864155,511.45,749.5789370933,960.94,38.6340377665,0,0
687,-76,54,-95,MCS7,57.2,0.884182,43.62,-68,65,-95,MCS7,54.1,0.865002,590.57,772.7940946502,1239.95,79.1844604038,0,0
688,-72,54,-95,MCS7,47.7,0.777922,30.343333,-66,65,-95,MCS7,54.9,0.831855,708.58,1106.0415236052,1370.18,109.708514476,0,1
689,-73,54,-95,MCS7,48.8,0.876846,41.863333,-67,65,-95,MCS7,54.1,0.81659,677.42,756.9016460905,848.78,31.4249547532,0,0
690,-72,54,-95,MCS7,56.9,0.878661,43.53,-68,65,-95,MCS7,52.6,0.859864,668.37,753.9981321839,832.95,32.9662564544,0,0
691,-71,54,-95,MCS7,56.9,0.899605,43.865517,-68,65,-95,MCS7,54.9,0.867461,1.51,658.5248785872,856.77,214.0919409062,0.09,0
692,-74,54,-95,MCS7,55.5,0.899437,43.286667,-65,65,-95,MCS7,54.9,0.876042,609.93,758.7370588235,934.8,36.1920406683,0,0
693,-68,54,-95,MCS7,56.9,0.899416,43.196667,-67,65,-95,MCS7,54.9,0.878602,674.38,760.3236423841,863.96,31.5720476551,0,0
694,-72,54,-95,MCS7,43.9,0.732574,28.956667,-66,65,-95,MCS7,42.8,0.864493,833.02,1171.3549103139,1457.61,97.3079888847,0,1
695,-72,54,-95,MCS7,45,0.755944,41.623333,-67,65,-95,MCS7,54.9,0.857713,668,776.7461506276,1264.96,87.0306282031,0,0
696,-68,54,-95,MCS7,54,0.878228,43.263333,-66,65,-95,MCS7,52.9,0.861542,661.19,758.1508423326,852.86,33.2965561224,0,0
697,-75,54,-95,MCS7,56.9,0.881913,43.236667,-65,65,-95,MCS7,54.1,0.865229,670.52,766.8743708609,1110.02,45.6976257286,0,0
698,-72,54,-95,MCS7,41.6,0.761346,29.39,-66,65,-95,MCS7,43.3,0.861611,858.42,1177.253893617,1429.93,97.2515695916,0,1
699,-72,54,-95,MCS7,46.3,0.872955,41.396667,-67,65,-95,MCS7,54.1,0.858079,675.59,758.1003382664,873.31,32.712043723,0,0
700,-75,54,-95,MCS7,54.4,0.875617,43.32,-66,65,-95,MCS7,51.8,0.860345,665.06,757.1932887701,856.68,33.2666652721,0,0
701,-73,54,-95,MCS7,56.6,0.898258,43.893103,-68,65,-95,MCS7,50.9,0.864932,1.53,644.7455555556,877.18,227.1384437016,0.21,0
702,-67,54,-95,MCS7,56.9,0.898154,43.28,-67,65,-95,MCS7,54.9,0.871785,631.03,757.2512314225,939.01,33.997072919,0,0
703,-67,54,-95,MCS7,54.9,0.898767,43.306667,-67,65,-95,MCS7,49.8,0.877083,664.73,757.4048614073,851.93,32.3115311332,0,0
704,-72,54,-95,MCS7,56.9,0.89126,38.346667,-67,65,-95,MCS7,43.7,0.864951,726,862.9347145877,1009.6,52.6851674668,0,1
705,-74,54,-95,MCS7,56.9,0.868145,42.97,-67,65,-95,MCS7,53.1,0.869365,665.81,760.4475358852,851.31,33.5222918391,0,0
706,-67,54,-95,MCS7,55.6,0.888997,43.17,-68,65,-95,MCS7,54.1,0.871591,657.66,756.8467299578,846.12,32.2003408017,0,0
707,-67,54,-95,MCS7,56.7,0.890258,43.393333,-68,65,-95,MCS7,54.1,0.871453,515.97,762.3949327354,935.11,44.5551124018,0,0
708,-72,54,-95,MCS7,56.9,0.878789,38.463333,-68,65,-95,MCS7,52,0.870005,710.1,858.3758108108,1001.05,55.5937309644,0,1
709,-73,54,-95,MCS7,51.1,0.886086,42.573333,-66,65,-95,MCS7,54.1,0.867923,671.5,757.6738229376,837.31,32.2178705842,0,0
710,-74,54,-95,MCS7,56.9,0.886832,43.266667,-67,65,-95,MCS7,49.8,0.861879,682.15,758.3244102564,846.94,32.2504265531,0,0
711,-73,54,-95,MCS7,57.2,0.896437,43.744828,-66,65,-95,MCS7,49.8,0.864435,1.48,652.494178499,858.95,218.1761615729,0.12,0
712,-74,54,-95,MCS7,56.9,0.896677,43.336667,-66,65,-95,MCS7,54.1,0.880498,669.77,756.3114618644,850.45,33.5533730367,0,0
713,-76,54,-95,MCS7,56.1,0.897858,43.45,-65,65,-95,MCS7,54.9,0.881169,677.96,755.3757983193,839.29,32.1395938566,0,0
714,-72,54,-95,MCS7,48.5,0.885698,34.253333,-67,65,-95,MCS7,52.9,0.870643,763.14,976.3581696429,1176.86,73.8447496093,0,1
715,-72,54,-95,MCS7,56.6,0.809117,42.463333,-66,65,-95,MCS7,47.6,0.866224,680.88,759.3411752137,1045.7,42.2656450994,0,0
716,-72,54,-95,MCS7,56.9,0.882426,43.443333,-68,65,-95,MCS7,54.1,0.867745,664.67,756.6319587629,856.92,32.1869187311,0,0
717,-74,54,-95,MCS7,57.2,0.885556,43.323333,-66,65,-95,MCS7,54.1,0.870792,656.24,761.6356278027,1058.5,48.2997812521,0,0
718,-72,54,-95,MCS7,50.3,0.816338,34.786667,-66,65,-95,MCS7,48,0.848627,727.06,966.9875518672,1191.07,70.2090293562,0,1
719,-67,54,-95,MCS7,52.4,0.879685,42.396667,-68,65,-95,MCS7,44.5,0.837096,652.11,754.5048373102,858.47,35.3244793577,0,0
720,-75,54,-95,MCS7,57.2,0.881692,43.293333,-67,65,-95,MCS7,50,0.867844,669.44,758.1140599455,857.85,31.5293249188,0,0
721,-72,54,-95,MCS7,57.2,0.899486,43.748276,-66,65,-95,MCS7,49.1,0.873296,1.52,658.1615106383,853.1,217.2039905644,0.13,0
722,-66,54,-95,MCS7,57.2,0.896654,43.476667,-67,65,-95,MCS7,54.1,0.873863,640.59,757.1047133758,837.89,32.4114545404,0,0
723,-70,54,-95,MCS7,57.2,0.898523,43.573333,-66,65,-95,MCS7,54.1,0.880115,661.99,754.3587076271,1044.21,40.2328821193,0,0
724,-72,54,-95,MCS7,46.5,0.79572,31.68,-66,65,-95,MCS7,41,0.867327,732.37,1049.9704525862,1233.56,81.4271277342,0,1
725,-72,54,-95,MCS7,57.2,0.877803,42.33,-66,65,-95,MCS7,47.3,0.861911,677.74,758.9441078838,855.79,34.1775308146,0,0
726,-73,54,-95,MCS7,56.9,0.880583,43.173333,-67,65,-95,MCS7,48.5,0.863421,665.66,759.7821199143,855.48,31.5473139109,0,0
727,-67,54,-95,MCS7,57.2,0.88374,43.36,-66,65,-95,MCS7,52.4,0.867193,661.71,768.025778781,1107.12,60.6069152572,0,0
728,-72,54,-95,MCS7,56.9,0.797972,32.303333,-66,65,-95,MCS7,50.6,0.821523,690.27,1037.8469094923,1288.48,94.0832626295,0,1
729,-72,54,-95,MCS7,56.9,0.786172,42.153333,-65,65,-95,MCS7,46.5,0.86196,665.28,756.3765310493,867.68,32.2863132934,0,0
730,-68,48,-95,MCS7,56.4,0.878396,43.216667,-67,65,-95,MCS7,50.8,0.863981,665.26,758.367295082,851.92,32.7367358624,0,0
731,-66,48,-95,MCS7,56.9,0.893271,43.951724,-67,65,-95,MCS7,54.1,0.870999,1.47,646.6385534591,837.55,216.7676176872,0.15,0
732,-74,48,-95,MCS7,53.8,0.898046,43.513333,-68,65,-95,MCS7,54.1,0.876882,666.71,753.7377124183,845.54,32.2853106584,0,0
733,-75,48,-95,MCS7,56.9,0.899244,43.403333,-66,65,-95,MCS7,54.9,0.883131,682.43,761.4840045767,925.26,35.9681664139,0,0
734,-72,48,-95,MCS7,41.9,0.758038,29.446667,-67,65,-95,MCS7,45.9,0.823032,675.78,1136.1565680473,1499.85,83.5109641224,0,1
735,-72,48,-95,MCS7,56.9,0.777294,42.27,-66,65,-95,MCS7,44.8,0.813481,668.03,759.6054396728,1000.16,43.9076453119,0,0
736,-73,48,-95,MCS7,56.9,0.879449,43.363333,-66,65,-95,MCS7,54.9,0.867868,666.71,754.4932801822,850.03,31.4705130048,0,0
737,-75,48,-95,MCS7,56.9,0.883065,43.52,-68,65,-95,MCS7,54.1,0.821388,672.79,765.5432643678,1142.07,66.2131590311,0,0
738,-74,48,-95,MCS7,56.9,0.751882,30.05,-65,65,-95,MCS7,46.9,0.865471,718.5,1120.6179476861,1413.76,106.8588575629,0,1
739,-73,54,-95,MCS7,56.9,0.758114,42.003333,-66,65,-95,MCS7,54.1,0.814058,662.23,754.9650851064,848.54,34.3505292271,0,0
740,-68,54,-95,MCS7,57.2,0.876644,43.633333,-66,65,-95,MCS7,54.1,0.863919,662.18,754.0756140351,846.44,33.6362745556,0,0
741,-76,54,-95,MCS7,54.3,0.891918,43.858621,-66,65,-95,MCS7,48.3,0.869614,1.54,665.846981982,864.09,207.0333979736,0.09,0
742,-73,54,-95,MCS7,54.6,0.898,43.38,-67,65,-95,MCS7,54.1,0.875939,657.46,756.2187525562,853.57,34.2418328011,0,0
743,-75,54,-95,MCS7,56.9,0.899518,43.496667,-67,65,-95,MCS7,54.9,0.882042,631.58,757.2348440748,900.74,35.5571544425,0,0
744,-72,54,-95,MCS7,48.2,0.730157,28.673333,-65,65,-95,MCS7,42.4,0.841163,904.68,1182.4036853448,1473.28,92.8548051233,0,1
745,-73,54,-95,MCS7,56.9,0.726962,41.906667,-68,65,-95,MCS7,40.8,0.798513,664.34,762.8575560538,1157.64,61.9859715005,0,0
746,-75,54,-95,MCS7,56.9,0.879013,43.48,-67,65,-95,MCS7,54.9,0.865073,662.01,753.4072789116,848.04,33.8831192338,0,0
747,-73,54,-95,MCS7,57.2,0.883567,43.45,-66,65,-95,MCS7,54.1,0.868405,652.87,767.3367355372,1162.12,70.344548965,0,0
748,-72,54,-95,MCS7,44,0.736318,29.42,-67,65,-95,MCS7,38.4,0.751606,712.4,1169.8025678497,1439.77,100.2645817106,0,1
749,-73,54,-95,MCS7,56.6,0.752075,41.386667,-65,65,-95,MCS7,54.9,0.798572,675.03,754.0202433628,871.45,31.912066568,0,0
750,-72,54,-95,MCS7,57.2,0.878066,43.426667,-67,65,-95,MCS7,54.1,0.863776,652.74,753.3952910053,848.57,33.0655269268,0,0
